MSG	TID	OLD_DEBUG	OLD_RELEASE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(HTTP)1"	13852	d:50201	r:14177
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(IMAP4 Base64)1_tid_1"	13853	d:50202	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(IMAP4 Base64)1_tid_2"	13854	d:50203	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(IMAP4 Base64)1_tid_3"	13855	d:50204	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(IMAP4 Base64)1"	13856	d:50205	r:14181
"Microsoft Excel RTD内存损坏溢出攻击(IMAP4)1"	13857	d:50206	r:14182
"Microsoft Excel RTD内存损坏溢出攻击(IMAP4)2"	13858	d:50207	r:14183
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(IMAP4 Quoted Printable)1_tid_1"	13859	d:50208	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(IMAP4 Quoted Printable)1_tid_2"	13860	d:50209	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(IMAP4 Quoted Printable)1_tid_3"	13861	d:50210	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(IMAP4 Quoted Printable)1_tid_4"	13862	d:50211	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(IMAP4 Quoted Printable)1"	13863	d:50212	r:14188
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(POP3 Base64)1_tid_1"	13864	d:50213	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(POP3 Base64)1_tid_2"	13865	d:50214	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(POP3 Base64)1_tid_3"	13866	d:50215	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行溢出攻击(POP3 Base64)1"	13867	d:50216	r:14192
"Microsoft Excel RTD内存损坏溢出攻击(POP3)1"	13868	d:50217	r:14193
"Microsoft Excel RTD内存损坏溢出攻击(POP3)2"	13869	d:50218	r:14194
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP Quoted Printable)1_tid_2"	13870	d:50219	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP Quoted Printable)1_tid_3"	13871	d:50220	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP Quoted Printable)1_tid_4"	13872	d:50221	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP Quoted Printable)1"	13873	d:50222	r:14198
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP UUEncode)1_tid_2"	13874	d:50223	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP UUEncode)1_tid_3"	13875	d:50224	NONE
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(SMTP UUEncode)1"	13876	d:50225	r:14201
"Microsoft Excel SxView记录内存损坏溢出攻击(IMAP4)2"	13877	d:50226	r:14202
"Microsoft Excel SxView记录内存损坏溢出攻击(POP3)1"	13878	d:50227	r:14203
"Adobe Illustrator CS4 eps缓冲区溢出攻击(IMAP4 Base64)1_tid_1"	13879	d:50228	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(IMAP4 Base64)1"	13880	d:50229	r:14205
"Adobe Illustrator CS4 eps缓冲区溢出攻击(IMAP4 Quoted Printable)1_tid_1"	13881	d:50230	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(IMAP4 Quoted Printable)1_tid_2"	13882	d:50231	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(IMAP4 Quoted Printable)1_tid_3"	13883	d:50232	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(IMAP4 Quoted Printable)1"	13884	d:50233	r:14209
"Microsoft Excel SxView记录内存损坏溢出攻击(POP3)2"	13885	d:50234	r:14210
"Microsoft Excel SxView记录内存损坏溢出攻击(SMTP)"	13886	d:50235	r:14211
"Adobe Illustrator CS4 eps缓冲区溢出攻击(POP3 Base64)1_tid_1"	13887	d:50236	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(POP3 Base64)1"	13888	d:50237	r:14213
"Adobe Illustrator CS4 eps缓冲区溢出攻击(POP3 Quoted Printable)1_tid_1"	13889	d:50238	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(POP3 Quoted Printable)1_tid_2"	13890	d:50239	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(POP3 Quoted Printable)1_tid_3"	13891	d:50240	NONE
"Adobe Illustrator CS4 eps缓冲区溢出攻击(POP3 Quoted Printable)1"	13892	d:50241	r:14217
"Windows内核模式驱动程序Win32k EOT分析溢出攻击(IMAP4 Base64)"	13893	d:50242	r:14218
"Windows内核模式驱动程序Win32k EOT分析溢出攻击(IMAP4 Quoted Printable)"	13894	d:50243	r:14219
"AOL 9.5 ActiveX AppContext缓冲区溢出攻击"	13895	d:50244	r:14220
"AOL 9.5 ActiveX Cookie缓冲区溢出攻击"	13896	d:50245	r:14221
"AOL 9.5 ActiveX CropDimensions缓冲区溢出攻击"	13897	d:50246	r:14222
"AOL 9.5 ActiveX FinalSavePath缓冲区溢出攻击"	13898	d:50247	r:14223
"VLC SSA Subtitles缓存区溢出攻击"	13899	d:50248	NONE
"Microsoft Windows LoadImage API溢出攻击(POP3)_Tag"	13900	d:50249	NONE
"Microsoft Windows LoadImage API溢出攻击(POP3)"	13901	d:50250	NONE
"Microsoft Windows LoadImage API溢出攻击(SMTP)_Tag"	13902	d:50251	NONE
"Microsoft Windows LoadImage API溢出攻击(SMTP)"	13903	d:50252	NONE
"Microsoft Outlook Express NNTP LIST请求溢出攻击_Tag1"	13904	d:50253	NONE
"Microsoft Outlook Express NNTP LIST请求溢出攻击_Tag2"	13905	d:50254	NONE
"Microsoft Outlook Express NNTP LIST请求溢出攻击_Tag3"	13906	d:50255	NONE
"Microsoft Outlook Express NNTP LIST请求溢出攻击"	13907	d:50256	NONE
"Microsoft PowerPoint CurrentUser Length缓存区溢出攻击(HTTP)_Tag"	13908	d:50257	r:14233
"Microsoft PowerPoint CurrentUser Length缓存区溢出攻击(HTTP)"	13909	d:50258	NONE
"Apache Web Server空字符处理远程拒绝服务攻击"	13910	d:50259	r:14237
"PHP phpinfo()跨站攻击(POST)"	13911	d:50261	r:14235
"Peercast - URL Format String Exploit攻击"	13912	d:50262	NONE
"Apache Web Server默认错误页面跨站脚本攻击漏洞"	13913	d:50263	NONE
"Apache ap_escape_html内存分配远程拒绝服务攻击"	13914	d:50264	r:14242
"SIP OpenSBC INVITE拒绝服务攻击"	13915	d:50265	r:14239
"SIP Phone Proxy Authentication证书泄漏攻击"	13916	d:50266	r:14240
"Microsoft Windows 2000 Printer Spooler GetPrinterData拒绝服务攻击1"	13917	d:50267	r:14243
"Microsoft Windows 2000 Printer Spooler GetPrinterData拒绝服务攻击2"	13918	d:50268	r:14244
"Microsoft Windows 2000 Printer Spooler GetPrinterData拒绝服务攻击3"	13919	d:50269	r:14245
"Seattle Lab Mail 5.5 POP3溢出攻击"	13920	d:50270	r:14246
"TFTP32d格式化字符串溢出攻击"	13921	d:50272	r:14248
"UNIX rlogind Service guest Access攻击"	13922	d:50273	NONE
"WS-FTP REST Command Large File Creation攻击 1"	13923	d:50274	NONE
"WS-FTP REST Command Large File Creation攻击 2"	13924	d:50275	NONE
"WS-FTP REST Command Large File Creation攻击 3"	13925	d:50276	NONE
"WS-FTP REST Command Large File Creation攻击 4"	13926	d:50277	NONE
"思科NHRP拒绝服务攻击"	13927	d:50278	r:14260
"Apple OSX QuickDraw GetSrcBits32ARGB Memory Corruption(SMTP)拒绝服务攻击_tag"	13928	d:50279	r:14261
"Apple OSX QuickDraw GetSrcBits32ARGB Memory Corruption(SMTP)拒绝服务攻击"	13929	d:50280	r:14262
"Microsoft Exchange Server e-mail消息未明攻击漏洞"	13930	d:50281	NONE
"GNU Mailman附件正规化器UTF8文件名拒绝服务漏洞"	13931	d:50282	NONE
"IBM Lotus Domino Server Web 服务远程拒绝服务漏洞"	13932	d:50283	NONE
"多种调制解调器缺少防护时间攻击"	13933	d:50284	r:14266
"Microsoft Windows Windows Explorer特制.avi文件漏洞拒绝服务攻击(SMTP)_tag1"	13934	d:50287	r:14270
"Microsoft Windows Windows Explorer特制.avi文件漏洞拒绝服务攻击(SMTP)"	13935	d:50288	r:14271
"Graphics Rendering Engine未指定的代码执行攻击(SMTP)_tag1"	13936	d:50289	r:14272
"Graphics Rendering Engine未指定的代码执行攻击(SMTP)"	13937	d:50290	r:14273
"Microsoft Windows OLE32.DLL Word文档处理拒绝服务攻击(SMTP)_tag1"	13938	d:50291	r:14274
"Microsoft Windows OLE32.DLL Word文档处理拒绝服务攻击(SMTP)"	13939	d:50292	r:14275
"GNU Mailman大型日期数据拒绝服务漏洞"	13940	d:50293	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(POP3)"	13941	d:50295	NONE
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Base64)1_tag1"	13942	d:50296	NONE
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Base64)1_tag2"	13943	d:50297	NONE
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Base64)1"	13944	d:50298	r:14281
"微软GDI DIBBITBLT headersize整数溢出漏洞(POP3_Base64)_tag1"	13945	d:50299	NONE
"微软GDI DIBBITBLT headersize整数溢出漏洞(POP3_Base64)"	13946	d:50300	NONE
"微软GDI DIBBITBLT headersize整数溢出漏洞(POP3 Quoted Printable)_tag1"	13947	d:50301	NONE
"微软GDI DIBBITBLT headersize整数溢出漏洞(POP3 Quoted Printable)"	13948	d:50302	NONE
"微软GDI DIBSTRETCHBLT headersize整数溢出漏洞(POP3_Base64)_tag1"	13949	d:50303	NONE
"微软GDI DIBSTRETCHBLT headersize整数溢出漏洞(POP3_Base64)"	13950	d:50304	NONE
"微软GDI DIBSTRETCHBLT headersize整数溢出漏洞(POP3 Quoted Printable)_tag1"	13951	d:50305	NONE
"微软GDI DIBSTRETCHBLT headersize整数溢出漏洞(POP3 Quoted Printable)"	13952	d:50306	NONE
"微软GDI+库BMP图形处理整数溢出漏洞(POP3 Base64)"	13953	d:50307	NONE
"Adobe Acrobat JBIG2 Stream Indexing溢出攻击(POP3 Quoted Printable)"	13954	d:50308	r:14291
"Adobe Acrobat Reader customDictionaryOpen内存破坏溢出攻击(POP3 Base64)"	13955	d:50309	r:14292
"Adobe Acrobat Reader customDictionaryOpen内存数据损坏攻击(POP3 Quoted Printable)"	13956	d:50310	r:14293
"Adobe Acrobat Reader getIcon内存数据损坏攻击(POP3 Base64)"	13957	d:50311	r:14294
"Adobe Acrobat Reader getIcon内存数据损坏溢出攻击(POP3 Quoted Printable)"	13958	d:50312	NONE
"微软HTR ISAPI 缓冲区溢出攻击"	13959	d:50313	NONE
"Microsoft IIS 4.0/5.0 ASP映射分块编码远程缓冲区溢出攻击"	13960	d:50314	NONE
"Microsoft IIS ASP HTMLEncode()函数溢出执行攻击"	13961	d:50315	NONE
"Microsoft IIS ISAPI过滤器处理错误不当造成拒绝服务攻击"	13962	d:50316	NONE
"微软Internet Explorer 6.0 PNG pngfilt.dll ProcessTRNS空指针拒绝服务漏洞(POP3 Base64)_tag1"	13963	d:50317	r:14300
"微软Internet Explorer 6.0 PNG pngfilt.dll ProcessTRNS空指针拒绝服务漏洞(POP3 Base64)"	13964	d:50318	r:14301
"微软Internet Explorer 6.0 PNG pngfilt.dll ProcessTRNS空指针拒绝服务漏洞(POP3 Quoted Printable)_tag1"	13965	d:50319	r:14302
"微软Internet Explorer 6.0 PNG pngfilt.dll ProcessTRNS空指针拒绝服务漏洞(POP3 Quoted Printable)"	13966	d:50320	r:14303
"Microsoft Excel PivotTable缓存记录内存破坏溢出攻击(POP3 Base64)_tag1"	13967	d:50321	r:14304
"Microsoft Excel PivotTable缓存记录内存破坏溢出攻击(POP3 Base64)_tag2"	13968	d:50322	r:14305
"Microsoft Excel PivotTable缓存记录内存破坏溢出攻击(POP3 Base64)"	13969	d:50323	NONE
"Microsoft Excel PivotTable缓存记录内存破坏溢出攻击(POP3 Quoted Printable)_tag1"	13970	d:50324	r:14307
"Microsoft Excel PivotTable缓存记录内存破坏溢出攻击(POP3 Quoted Printable)_tag2"	13971	d:50325	r:14308
"Microsoft Excel PivotTable缓存记录内存破坏溢出攻击(POP3 Quoted Printable)"	13972	d:50326	NONE
"微软GDI+库BMP图形处理整数溢出攻击(POP3 Quoted Printable)"	13973	d:50327	r:14310
"Microsoft Excel记录对象远程代码执行溢出攻击(POP3 Base64)_tag1"	13974	d:50328	r:14311
"Microsoft Excel记录对象远程代码执行溢出攻击(POP3 Base64)_tag2"	13975	d:50329	r:14312
"Microsoft Excel记录对象远程代码执行溢出攻击(POP3 Base64)"	13976	d:50330	r:14313
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Base64)"	13977	d:50331	r:14314
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Quoted Printable)1_tid_1"	13978	d:50332	r:14315
"Adobe Acrobat Reader newPlayer远程代码执行溢出攻击(POP3 Quoted Printable)1"	13979	d:50333	r:14316
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Base64)1_tid_1"	13980	d:50334	r:14317
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Base64)1_tid_2"	13981	d:50335	r:14318
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Base64)1_tid_3"	13982	d:50336	r:14319
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Base64)1"	13983	d:50337	r:14320
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Quoted Printable)1_tid_1"	13984	d:50338	r:14321
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Quoted Printable)1_tid_2"	13985	d:50339	r:14322
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Quoted Printable)1_tid_3"	13986	d:50340	r:14323
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Quoted Printable)1_tid_4"	13987	d:50341	r:14324
"Adobe Flash Player newfunction Invalid Pointer代码执行攻击(POP3 Quoted Printable)1"	13988	d:50342	r:14325
"Adobe Illustrator CS4.eps缓冲区溢出攻击(POP3 Base64)1_tid_1"	13989	d:50343	r:14326
"Adobe Illustrator CS4.eps缓冲区溢出攻击(POP3 Base64)1"	13990	d:50344	r:14327
"Microsoft Excel记录对象远程代码溢出攻击(POP3 Quoted Printable)_tag1"	13991	d:50345	r:14328
"Microsoft Excel记录对象远程代码溢出攻击(POP3 Quoted Printable)_tag2"	13992	d:50346	r:14329
"Microsoft Excel记录对象远程代码溢出攻击(POP3 Quoted Printable)"	13993	d:50347	r:14330
"Microsoft Excel对象类型混淆远程代码溢出攻击(BIFF5)(POP3 Base64)_tag1"	13994	d:50348	r:14331
"Microsoft Excel对象类型混淆远程代码溢出攻击(BIFF5)(POP3 Base64)_tag2"	13995	d:50349	r:14332
"Microsoft Excel对象类型混淆远程代码执行溢出攻击(BIFF5)(POP3 Base64)"	13996	d:50350	NONE
"Microsoft Excel对象类型混淆远程代码溢出攻击(BIFF5)(POP3 Quoted Printable)_tag1"	13997	d:50351	r:14334
"Microsoft Excel对象类型混淆远程代码溢出攻击(BIFF5)(POP3 Quoted Printable)_tag2"	13998	d:50352	r:14335
"Microsoft Excel对象类型混淆远程代码执行溢出攻击(BIFF5)(POP3 Quoted Printable)"	13999	d:50353	NONE
"Microsoft Excel对象类型混淆远程代码执行漏洞(BIFF8)(POP3 Base64)_tag1"	14000	d:50354	r:14337
"Microsoft Excel对象类型混淆远程代码执行溢出攻击(BIFF8)(POP3 Base64)"	14001	d:50355	NONE
"Microsoft Excel对象类型混淆远程代码执行漏洞(BIFF8)(POP3 Quoted Printable)_tag1"	14002	d:50356	r:14339
"Microsoft Excel对象类型混淆远程代码执行溢出攻击(BIFF8)(POP3 Quoted Printable)"	14003	d:50357	NONE
"Microsoft Office单元格标注解析内存破坏溢出攻击(PowerPoint)(POP3 Base64)_tag1"	14004	d:50358	NONE
"Microsoft Office单元格标注解析内存破坏溢出攻击(PowerPoint)(POP3 Base64)_tag2"	14005	d:50359	NONE
"Microsoft Office单元格标注解析内存破坏溢出攻击(PowerPoint)(POP3 Base64)"	14006	d:50360	NONE
"Microsoft PowerPoint PP4X32.DLL库多个栈溢出攻击(PowerPoint)(POP3 Base64)_tag1"	14007	d:50362	NONE
"Microsoft PowerPoint PP4X32.DLL库多个栈溢出攻击(PowerPoint)(POP3 Base64)"	14008	d:50363	NONE
"Microsoft PowerPoint PP4X32.DLL库多个栈溢出攻击(PowerPoint)(POP3 Quoted Printable)_tag1"	14009	d:50364	NONE
"Microsoft PowerPoint PP4X32.DLL库多个栈溢出攻击(PowerPoint)(POP3 Quoted Printable)"	14010	d:50365	NONE
"Microsoft PowerPoint PP4X32.DLL库多个栈溢出攻击(PowerPoint)(POP3 Quoted Printable)(2009/0220)_tag1"	14011	d:50366	NONE
"Microsoft PowerPoint PP4X32.DLL库多个栈溢出攻击(PowerPoint)(POP3 Quoted Printable)(2009/0220)"	14012	d:50367	NONE
"Adobe Illustrator CS4.eps缓冲区溢出攻击(POP3 Quoted Printable)1_tid_1"	14013	d:50368	r:14352
"Adobe Illustrator CS4.eps缓冲区溢出攻击(POP3 Quoted Printable)1_tid_2"	14014	d:50369	r:14353
"Adobe Illustrator CS4.eps缓冲区溢出攻击(POP3 Quoted Printable)1_tid_3"	14015	d:50370	r:14354
"Adobe Illustrator CS4.eps缓冲区溢出攻击(POP3 Quoted Printable)1"	14016	d:50371	r:14355
"Alt-N WebAdmin USER参数远程溢出攻击"	14017	d:50372	NONE
"Apache 2.0.52 Whitespace Header拒绝服务攻击"	14018	d:50373	r:14357
"Apache 2.2.14 mod_isapi Dangling Pointer拒绝服务攻击"	14019	d:50374	NONE
"Apache APR_PSPrintf内存数据损坏溢出攻击(webdva)"	14020	d:50376	NONE
"Apache SSI Error Page跨站攻击"	14021	d:50377	r:14361
"Apache Struts2 2.1 OGNL远程代码执行溢出攻击"	14022	d:50378	NONE
"Apache Tomcat mod_jk任意代码执行攻击"	14023	d:50379	r:14363
"Apple OS X QuickDraw GetSrcBits32ARGB内存数据损坏拒绝服务攻击(SMTP)"	14024	d:50380	r:14364
"Microsoft PowerPoint 7转换代码执行溢出攻击(POP3 Base64)(1128)_tag1"	14025	d:50381	NONE
"Microsoft PowerPoint 7转换代码执行溢出攻击(POP3 Base64)(1128)"	14026	d:50382	NONE
"Microsoft PowerPoint 7转换代码执行溢出攻击(POP3 Quoted Printable)(1128)_tag1"	14027	d:50383	NONE
"Microsoft PowerPoint 7转换代码执行溢出攻击(POP3 Quoted Printable)(1128)"	14028	d:50384	NONE
"Microsoft PowerPoint Notes容器堆溢出漏洞(POP3 Base64)(1130)_tag1"	14029	d:50385	r:14369
"Microsoft PowerPoint Notes容器堆溢出漏洞(POP3 Base64)(1130)"	14030	d:50386	r:14370
"Microsoft PowerPoint Notes容器堆溢出漏洞(POP3 Quoted Printable)(1130)_tag1"	14031	d:50387	r:14371
"Microsoft PowerPoint Notes容器堆溢出漏洞(POP3 Quoted Printable)(1130)"	14032	d:50388	r:14372
"Microsoft PowerPoint旧文件格式溢出漏洞(POP3 Base64)_tag1"	14033	d:50389	r:14373
"Microsoft PowerPoint旧文件格式溢出漏洞(POP3 Base64)_tag2"	14034	d:50390	r:14374
"Microsoft PowerPoint 旧文件格式溢出攻击(POP3 Base64)"	14035	d:50391	NONE
"Microsoft PowerPoint旧文件格式溢出漏洞(POP3 Quoted Printable)_tag1"	14036	d:50392	r:14376
"Microsoft PowerPoint 旧文件格式溢出攻击(POP3 Quoted Printable)"	14037	d:50393	NONE
"Microsoft PP7溢出漏洞(POP3 Base64)_tag1"	14038	d:50394	r:14378
"Microsoft PP7溢出攻击(POP3 Base64)"	14039	d:50395	NONE
"Microsoft PP7溢出漏洞(POP3 Quoted Printable)_tag1"	14040	d:50396	r:14380
"Microsoft PP7溢出攻击(POP3 Quoted Printable)"	14041	d:50397	NONE
"Microsoft Project无效资源内存分配远程代码执行漏洞(POP3 Base64)_tag1"	14042	d:50398	r:14382
"Microsoft Project无效资源内存分配远程代码执行漏洞(POP3 Base64)_tag2"	14043	d:50399	r:14383
"Microsoft Project无效资源内存分配远程代码执行溢出攻击(POP3 Base64)"	14044	d:50400	NONE
"Microsoft Project无效资源内存分配远程代码执行漏洞(POP3 Quoted Printable)_tag1"	14045	d:50401	r:14385
"Microsoft Project无效资源内存分配远程代码执行溢出攻击(POP3 Quoted Printable)_tag2"	14046	d:50402	NONE
"Chicken of the VNC Hostname Size拒绝服务攻击"	14047	d:50403	r:14387
"Cisco NHRP拒绝服务攻击"	14048	d:50404	r:14388
"DirectX AVI MJPEG Decoding代码执行溢出攻击(POP3 Base64)1_tid_1"	14049	d:50405	r:14389
"DirectX AVI MJPEG Decoding代码执行溢出攻击(POP3 Base64)"	14050	d:50406	r:14390
"D-Link DAP-1160 Unauthenticated Remote Configuration-Retrieve SSI溢出攻击"	14051	d:50407	r:14391
"D-Link DAP-1160 Unauthenticated Remote Configuration-Retrieve WPA2 PSK溢出攻击"	14052	d:50408	r:14392
"Microsoft Word畸形记录值远程代码执行溢出攻击(POP3 Base64)_tag1"	14053	d:50409	r:14393
"Microsoft Word畸形记录值远程代码执行溢出攻击(POP3 Base64)"	14054	d:50410	r:14394
"Microsoft Word畸形记录值远程代码执行溢出攻击(POP3 Quoted Printable)_tag1"	14055	d:50411	r:14395
"Microsoft Word畸形记录值远程代码执行溢出攻击(POP3 Quoted Printable)_tag2"	14056	d:50412	r:14396
"Microsoft Word畸形记录值远程代码执行溢出攻击(POP3 Quoted Printable)"	14057	d:50413	r:14397
"Microsoft写字板和Office文本转换器内存破坏溢出攻击(POP3 Corrupt Base64)_tag1"	14058	d:50414	r:14398
"Microsoft写字板和Office文本转换器内存破坏溢出攻击(POP3 Corrupt Base64)_tag2"	14059	d:50415	r:14399
"Microsoft写字板和Office文本转换器内存破坏溢出攻击(POP3 Corrupt Base64)"	14060	d:50416	r:14400
"Microsoft写字板和Office文本转换器内存破坏溢出攻击(POP3 Corrupt Quoted Printable)_tag1"	14061	d:50417	r:14401
"Microsoft写字板和Office文本转换器内存破坏溢出攻击(POP3 Corrupt Quoted Printable)"	14062	d:50418	NONE
"Microsoft Office文本转换器的整数溢出执行溢出攻击(POP3 Direct Base64)_tag1"	14063	d:50419	r:14403
"Microsoft Office文本转换器的整数溢出执行溢出攻击(POP3 Direct Base64)_tag2"	14064	d:50420	r:14404
"Microsoft Office文本转换器的整数溢出执行溢出攻击(POP3 Direct Base64)"	14065	d:50421	NONE
"Microsoft Outlook SMB附件溢出攻击(POP3 Base64)"	14066	d:50422	NONE
